department,catalogNumber,description,catoid,groupEntoid,groupNavoid,groupShortTitle,groupLongTitle
CIS,4367,Advanced Digital Forensics,44,3324,15772,Technology,College of Technology
CIS,4375,Project Management and Practice,44,3324,15772,Technology,College of Technology
CIS,4397,Selected Topics in Computer Information Systems,44,3324,15772,Technology,College of Technology
CIS,4398,Independent Study,44,3324,15772,Technology,College of Technology
CNST,1301,Construction Materials and Methods,44,3324,15772,Technology,College of Technology
CNST,1315,Project Drawings & Graphics,44,3324,15772,Technology,College of Technology
CNST,1325,Process and Industrial Construction,44,3324,15772,Technology,College of Technology
CNST,1330,Graphics I,44,3324,15772,Technology,College of Technology
CNST,1361,Construction Management I,44,3324,15772,Technology,College of Technology
CNST,2321,Mechanical and Electrical Systems,44,3324,15772,Technology,College of Technology
CNST,2325,Process and Industrial Subsystems,44,3324,15772,Technology,College of Technology
CNST,2341,Construction Documents,44,3324,15772,Technology,College of Technology
CNST,2345,Contract Documents for Capital Projects,44,3324,15772,Technology,College of Technology
CNST,2351,Construction Estimating I,44,3324,15772,Technology,College of Technology
CNST,2360,Effective Communication in Construction,44,3324,15772,Technology,College of Technology
CNST,3155,Construction Materials and Testing,44,3324,15772,Technology,College of Technology
CNST,3185,Construction Experience,44,3324,15772,Technology,College of Technology
CNST,3205,Construction Safety Management,44,3324,15772,Technology,College of Technology
CNST,3210,Safety for Industrial Projects,44,3324,15772,Technology,College of Technology
CNST,3265,Construction Layout and Site Development,44,3324,15772,Technology,College of Technology
CNST,3301,Construction Equipment and Methods,44,3324,15772,Technology,College of Technology
CNST,3331,Construction Planning and Scheduling,44,3324,15772,Technology,College of Technology
CNST,3351,Construction Estimating II,44,3324,15772,Technology,College of Technology
CNST,3355,Strength of Construction Materials,44,3324,15772,Technology,College of Technology
CNST,3365,Cost Estimating Capital Projects,44,3324,15772,Technology,College of Technology
CNST,3372,Soil Mechanics and Foundations,44,3324,15772,Technology,College of Technology
CNST,4198,Special Problems,44,3324,15772,Technology,College of Technology
CNST,4220,Comprehensive Construction Management and Emerging Practices,44,3324,15772,Technology,College of Technology
CNST,4302,Construction Law and Ethics,44,3324,15772,Technology,College of Technology
CNST,4311,Structural Steel and Timber Construction,44,3324,15772,Technology,College of Technology
CNST,4315,Steel Construction,44,3324,15772,Technology,College of Technology
CNST,4331,Construction Management II,44,3324,15772,Technology,College of Technology
CNST,4335,Capital Projects Development,44,3324,15772,Technology,College of Technology
CNST,4341,Project Controls,44,3324,15772,Technology,College of Technology
CNST,4345,Reinforced Concrete Structures,44,3324,15772,Technology,College of Technology
CNST,4381,Reinforced Concrete and Building Codes,44,3324,15772,Technology,College of Technology
CNST,4385,Field Operations for Capital Projects,44,3324,15772,Technology,College of Technology
DIGM,1300,Introduction to Digital Media,44,3324,15772,Technology,College of Technology
DIGM,1350,Graphics for Digital Media,44,3324,15772,Technology,College of Technology
DIGM,1376,User Experience (UX) Principles,44,3324,15772,Technology,College of Technology
DIGM,2325,Information Technology Applications for Digital Media,44,3324,15772,Technology,College of Technology
DIGM,2351,Web Design,44,3324,15772,Technology,College of Technology
DIGM,2352,Digital Photography,44,3324,15772,Technology,College of Technology
DIGM,2353,Page Layout and Design,44,3324,15772,Technology,College of Technology
DIGM,2357,Content Strategy & Development,44,3324,15772,Technology,College of Technology
DIGM,3152,Graphic Communication Output Lab,44,3324,15772,Technology,College of Technology
DIGM,3252,Graphic Communication Output,44,3324,15772,Technology,College of Technology
DIGM,3252,Graphic Communication Output,44,3324,15772,Technology,College of Technology
DIGM,3326,Big Data Analytics for Digital Media,44,3324,15772,Technology,College of Technology
DIGM,3350,Graphic Communication Production Processes,44,3324,15772,Technology,College of Technology
DIGM,3351,Individualized Communication Processes,44,3324,15772,Technology,College of Technology
DIGM,3353,Visual Communications Technology,44,3324,15772,Technology,College of Technology
DIGM,3354,Video Production 1,44,3324,15772,Technology,College of Technology
DIGM,3355,Package Technology,44,3324,15772,Technology,College of Technology
DIGM,3356,ePublishing,44,3324,15772,Technology,College of Technology
DIGM,3370,Two Dimensional Computer Generated Imagery Animation,44,3324,15772,Technology,College of Technology
DIGM,3374,Video Production 2,44,3324,15772,Technology,College of Technology
DIGM,3399,Senior Honors Thesis,44,3324,15772,Technology,College of Technology
DIGM,4350,Venue Transmedia,44,3324,15772,Technology,College of Technology
DIGM,4351,Portfolio Development for Digital Media,44,3324,15772,Technology,College of Technology
DIGM,4371,3D Modeling and Animation,44,3324,15772,Technology,College of Technology
DIGM,4372,Costing in Digital Media,44,3324,15772,Technology,College of Technology
DIGM,4373,Photographic Tone and Color Reproduction,44,3324,15772,Technology,College of Technology
DIGM,4375,Package Design,44,3324,15772,Technology,College of Technology
DIGM,4376,Integrated Media,44,3324,15772,Technology,College of Technology
DIGM,4378,Senior Project,44,3324,15772,Technology,College of Technology
DIGM,4379,Transmedia Marketing,44,3324,15772,Technology,College of Technology
DIGM,4381,Mobile Application Design,44,3324,15772,Technology,College of Technology
DIGM,4382,Simulation and Gaming,44,3324,15772,Technology,College of Technology
DIGM,4390,Current Issues in Digital Media,44,3324,15772,Technology,College of Technology
DIGM,4396,Internship in Digital Media,44,3324,15772,Technology,College of Technology
DIGM,4397,Selected Topics in Digital Media,44,3324,15772,Technology,College of Technology
DIGM,4398,Independent Study,44,3324,15772,Technology,College of Technology
DIGM,4399,Senior Thesis,44,3324,15772,Technology,College of Technology
ELET,1400,Circuit Theory and Lab I,44,3324,15772,Technology,College of Technology
ELET,1401,Circuit Theory and Laboratory II,44,3324,15772,Technology,College of Technology
ELET,2101,Poly-Phase Circuits and Transformers Laboratory,44,3324,15772,Technology,College of Technology
ELET,2103,Digital Systems Laboratory,44,3324,15772,Technology,College of Technology
ELET,2105,Semiconductor Devices and Circuits Laboratory,44,3324,15772,Technology,College of Technology
ELET,2300,Introduction To C++ Programming,44,3324,15772,Technology,College of Technology
ELET,2301,Poly-phase Circuits and Transformers,44,3324,15772,Technology,College of Technology
ELET,2303,Digital Systems,44,3324,15772,Technology,College of Technology
ELET,2305,Semiconductor Devices and Circuits,44,3324,15772,Technology,College of Technology
ELET,2307,Electrical-Electronic Circuits,44,3324,15772,Technology,College of Technology
ELET,3107,Electrical Mach & Control Lab,44,3324,15772,Technology,College of Technology
ELET,3112,Rotating Machine Controls Laboratory,44,3324,15772,Technology,College of Technology
ELET,3301,Linear Systems Analysis,44,3324,15772,Technology,College of Technology
ELET,3307,Electrical Machines & Controls,44,3324,15772,Technology,College of Technology
ELET,3312,Programmable Logic Controllers & Motor Control Systems,44,3324,15772,Technology,College of Technology
ELET,3402,Communications Circuits,44,3324,15772,Technology,College of Technology
ELET,3403,Sensor Applications,44,3324,15772,Technology,College of Technology
ELET,3405,Microprocessor Architecture,44,3324,15772,Technology,College of Technology
ELET,3425,Embedded Systems,44,3324,15772,Technology,College of Technology
ELET,4103,Power Distribution and Transmission Lab,44,3324,15772,Technology,College of Technology
ELET,4105,Senior Design Lab in Electrical Power Engineering Technology,44,3324,15772,Technology,College of Technology
ELET,4126,Power Converter Circuits Laboratory,44,3324,15772,Technology,College of Technology
ELET,4198,Independent Study,44,3324,15772,Technology,College of Technology
ELET,4208,Senior Project Laboratory,44,3324,15772,Technology,College of Technology
ELET,4300,Unix Operating System,44,3324,15772,Technology,College of Technology
ELET,4302,Data Communication Systems,44,3324,15772,Technology,College of Technology
ELET,4303,Computer-Based Power Distribution and Transmission,44,3324,15772,Technology,College of Technology
ELET,4304,Control Systems,44,3324,15772,Technology,College of Technology
ELET,4305,Senior Design in Electrical Power Engineering Technology,44,3324,15772,Technology,College of Technology
ELET,4308,Senior Project,44,3324,15772,Technology,College of Technology
ELET,4309,Object-Oriented Applications Programming,44,3324,15772,Technology,College of Technology
ELET,4310,Alternative Electrical Energy Sources,44,3324,15772,Technology,College of Technology
ELET,4315,Telecommunications,44,3324,15772,Technology,College of Technology
ELET,4317,Computer-Based Electrical System Protection and Safety,44,3324,15772,Technology,College of Technology
ELET,4319,Electrical Power Systems and Industry Practices,44,3324,15772,Technology,College of Technology
ELET,4325,Advanced Microcomputer Networks,44,3324,15772,Technology,College of Technology
ELET,4326,Power Converter Circuits,44,3324,15772,Technology,College of Technology
ELET,4327,Optical Circuits,44,3324,15772,Technology,College of Technology
ELET,4332,Physiological Systems Modeling and Simulation,44,3324,15772,Technology,College of Technology
ELET,4345,The Principles and Applications of Fuel Cell Technology,44,3324,15772,Technology,College of Technology
ELET,4350,Overview of Computational Health Informatics,44,3324,15772,Technology,College of Technology
ELET,4351,Biomedical Data Mining,44,3324,15772,Technology,College of Technology
ELET,4352,Computational Tools for Technology,44,3324,15772,Technology,College of Technology
ELET,4354,Biomedical Image Analysis,44,3324,15772,Technology,College of Technology
ELET,4355,Biomedical Signal Analysis,44,3324,15772,Technology,College of Technology
ELET,4356,Information Visualization in Engineering Technology,44,3324,15772,Technology,College of Technology
ELET,4360,Sustainable and Resilient Technology Development,44,3324,15772,Technology,College of Technology
ELET,4397,Selected Topics in Elet,44,3324,15772,Technology,College of Technology
ELET,4398,Independent Study,44,3324,15772,Technology,College of Technology
ELET,4421,Computer Networks,44,3324,15772,Technology,College of Technology
HDCS,1300,Human Ecosystems & Tech Change,44,3324,15772,Technology,College of Technology
HDCS,2301,Consumer Science,44,3324,15772,Technology,College of Technology
HDCS,3300,Organizational Decisions in Technology,44,3324,15772,Technology,College of Technology
HDCS,3302,Consumer Textiles,44,3324,15772,Technology,College of Technology
HDCS,3303,Retailing and Consumer Science,44,3324,15772,Technology,College of Technology
HDCS,3304,Visual Merchandising,44,3324,15772,Technology,College of Technology
HDCS,3376,Resources in Technology Entrepreneurship,44,3324,15772,Technology,College of Technology
HDCS,3384,Consumer Sales,44,3324,15772,Technology,College of Technology
HDCS,4300,Research Concepts in HDCS,44,3324,15772,Technology,College of Technology
HDCS,4302,Apparel Analysis,44,3324,15772,Technology,College of Technology
HDCS,4303,Merchandising Systems,44,3324,15772,Technology,College of Technology
HDCS,4304,Fashion Brand Direction,44,3324,15772,Technology,College of Technology
HDCS,4369,Entrepreneurship,44,3324,15772,Technology,College of Technology
HDCS,4370,Technology Entrepreneurship,44,3324,15772,Technology,College of Technology
HDCS,4372,Forecasting for Technology Entrepreneurship,44,3324,15772,Technology,College of Technology
HDCS,4374,Entrepreneurial E-Tailing,44,3324,15772,Technology,College of Technology
HDCS,4375,Strategies in Digital Retail,44,3324,15772,Technology,College of Technology
HDCS,4380,Merchandising,44,3324,15772,Technology,College of Technology
HDCS,4386,Communication Strategies for Retailing and Supply Chain,44,3324,15772,Technology,College of Technology
HDCS,4393,Internship in Retail and Consumer Sciences,44,3324,15772,Technology,College of Technology
HDCS,4394,Internship in Retailing and Consumer Sciences,44,3324,15772,Technology,College of Technology
HDCS,4396,Selected Topics in Human Development and Consumer Sciences,44,3324,15772,Technology,College of Technology
HDCS,4398,Independent Study,44,3324,15772,Technology,College of Technology
HRD,3310,Talent Management,44,3324,15772,Technology,College of Technology
HRD,3340,Principles of Human Resource Development,44,3324,15772,Technology,College of Technology
HRD,3346,Performance Assessment & Evaluation,44,3324,15772,Technology,College of Technology
HRD,3350,Workforce Diversity and Globalization,44,3324,15772,Technology,College of Technology
HRD,3351,Instructional Design for Human Resource Development,44,3324,15772,Technology,College of Technology
HRD,4301,Global Leadership in Training and Development,44,3324,15772,Technology,College of Technology
HRD,4344,Designing E-Learning Applications,44,3324,15772,Technology,College of Technology
HRD,4350,Organization Development & Consulting,44,3324,15772,Technology,College of Technology
HRD,4352,Facilitation Strategies,44,3324,15772,Technology,College of Technology
HRD,4396,Internship in Human Resource Development,44,3324,15772,Technology,College of Technology
HRD,4397,Selected Topics in Human Resources Development,44,3324,15772,Technology,College of Technology
ITEC,1301,Intro To Computer Appl Tech,44,3324,15772,Technology,College of Technology
MECT,1330,Engineering Graphics,44,3324,15772,Technology,College of Technology
MECT,1364,Materials and Processes I,44,3324,15772,Technology,College of Technology
MECT,1365,Elements of Materials and Processes,44,3324,15772,Technology,College of Technology
MECT,2354,Introduction to Mechanics,44,3324,15772,Technology,College of Technology
MECT,3118,Fluid Mechanics Application Laboratory,44,3324,15772,Technology,College of Technology
MECT,3155,Strength of Materials Laboratory,44,3324,15772,Technology,College of Technology
MECT,3318,Fluid Mechanics Applications,44,3324,15772,Technology,College of Technology
MECT,3330,Advanced Engineering Graphics,44,3324,15772,Technology,College of Technology
MECT,3331,Applied Thermodynamics,44,3324,15772,Technology,College of Technology
MECT,3341,Computer-Aided Drafting,44,3324,15772,Technology,College of Technology
MECT,3342,Elements of Plant Design,44,3324,15772,Technology,College of Technology
MECT,3345,Fundamentals of Power Generation Technology,44,3324,15772,Technology,College of Technology
MECT,3355,Strength of Materials,44,3324,15772,Technology,College of Technology
MECT,3358,Dynamics of Mechanisms,44,3324,15772,Technology,College of Technology
MECT,3360,Automated Manufacturing Systems,44,3324,15772,Technology,College of Technology
MECT,3362,Industrial Work Measurement,44,3324,15772,Technology,College of Technology
MECT,3364,Materials and Processes II,44,3324,15772,Technology,College of Technology
MECT,3365,Computer-Aided Design I,44,3324,15772,Technology,College of Technology
MECT,3367,Quality Control Technology,44,3324,15772,Technology,College of Technology
MECT,3368,Economic Analysis of Technology,44,3324,15772,Technology,College of Technology
MECT,3399,Senior Honors Thesis,44,3324,15772,Technology,College of Technology
MECT,4172,Materials Technology Laboratory,44,3324,15772,Technology,College of Technology
MECT,4188,Ethics in Engineering Technology,44,3324,15772,Technology,College of Technology
MECT,4198,Independent Study,44,3324,15772,Technology,College of Technology
MECT,4275,Senior Design Project I,44,3324,15772,Technology,College of Technology
MECT,4276,Senior Design Project II,44,3324,15772,Technology,College of Technology
MECT,4323,Applications in Stress Analysis,44,3324,15772,Technology,College of Technology
MECT,4326,Fundamentals of Offshore Systems,44,3324,15772,Technology,College of Technology
MECT,4328,Fundamentals of Pipeline Design,44,3324,15772,Technology,College of Technology
MECT,4330,Valve Design,44,3324,15772,Technology,College of Technology
MECT,4331,Heat Transfer Applications,44,3324,15772,Technology,College of Technology
MECT,4341,Materials Selection & Management,44,3324,15772,Technology,College of Technology
MECT,4343,Thermal Processing and Post-Processing of Materials,44,3324,15772,Technology,College of Technology
MECT,4345,Fundamental & Applications of Fuel Cell,44,3324,15772,Technology,College of Technology
MECT,4350,Principles of Mechatronics,44,3324,15772,Technology,College of Technology
MECT,4364,Smart Manufacturing Systems Design,44,3324,15772,Technology,College of Technology
MECT,4365,Computer-Aided Design II,44,3324,15772,Technology,College of Technology
MECT,4367,Industrial Maintenance and Reliability,44,3324,15772,Technology,College of Technology
MECT,4368,Simulation of Manufacturing Systems,44,3324,15772,Technology,College of Technology
MECT,4372,Materials Technology,44,3324,15772,Technology,College of Technology
MECT,4384,Lean Manufacturing Systems,44,3324,15772,Technology,College of Technology
MECT,4394,Selected Topics in Mechanical Engineering Technology,44,3324,15772,Technology,College of Technology
MECT,4397,Selected Topics in Mechanical Technology,44,3324,15772,Technology,College of Technology
MECT,4398,Independent Study,44,3324,15772,Technology,College of Technology
MECT,4399,Senior Honors Thesis,44,3324,15772,Technology,College of Technology
SCLT,2362,Intro To Logistics Technology,44,3324,15772,Technology,College of Technology
SCLT,2380,Distribution Channels,44,3324,15772,Technology,College of Technology
SCLT,3340,Geography for Global Supply Chain,44,3324,15772,Technology,College of Technology
SCLT,3375,Maritime Operations,44,3324,15772,Technology,College of Technology
SCLT,3376,Global Trade Intermediaries,44,3324,15772,Technology,College of Technology
SCLT,3381,Industrial and Consumer Sales,44,3324,15772,Technology,College of Technology
SCLT,3384,Logistics Tech and Processes,44,3324,15772,Technology,College of Technology
SCLT,3385,Transport Economics and Policy,44,3324,15772,Technology,College of Technology
SCLT,3387,Procurement,44,3324,15772,Technology,College of Technology
SCLT,3389,Transportation Law,44,3324,15772,Technology,College of Technology
SCLT,4312,Inventory & Materials Handling,44,3324,15772,Technology,College of Technology
SCLT,4375,Global Supply Chain,44,3324,15772,Technology,College of Technology
SCLT,4380,Quality Systems,44,3324,15772,Technology,College of Technology
SCLT,4384,Maritime Shipping,44,3324,15772,Technology,College of Technology
SCLT,4385,Sustainable Supply Chain and Logistics,44,3324,15772,Technology,College of Technology
SCLT,4386,Project Logistics,44,3324,15772,Technology,College of Technology
SCLT,4387,Financial Evaluation For Supply Chain Management,44,3324,15772,Technology,College of Technology
SCLT,4389,Practicum in Supply Chain and Logistics Technology,44,3324,15772,Technology,College of Technology
SCLT,4396,Internship in Supply Chain and Logistics Technology,44,3324,15772,Technology,College of Technology
SCLT,4397,Selected Topics in Supply Chain and Logistics Technology,44,3324,15772,Technology,College of Technology
TECH,1313,Impact of Modern Technology on Society,44,3324,15772,Technology,College of Technology
TECH,1325,Energy For Society,44,3324,15772,Technology,College of Technology
TECH,3365,Applications of Discrete Methods in Technology,44,3324,15772,Technology,College of Technology
TECH,3366,Applications of Numerical Methods in Technology,44,3324,15772,Technology,College of Technology
TECH,4310,Future of Energy & Environment,44,3324,15772,Technology,College of Technology
TLIM,3300,Leadership and Innovation Fundamentals,44,3324,15772,Technology,College of Technology
TLIM,3330,Innovation Principles,44,3324,15772,Technology,College of Technology
TLIM,3331,Innovation Development,44,3324,15772,Technology,College of Technology
TLIM,3340,Organizational Leadership and Supervision,44,3324,15772,Technology,College of Technology
TLIM,3345,Human Resources in Technology,44,3324,15772,Technology,College of Technology
TLIM,3346,Wage & Salary Administration,44,3324,15772,Technology,College of Technology
TLIM,3350,Emergency Management Principles,44,3324,15772,Technology,College of Technology
TLIM,3355,Project Management Principles,44,3324,15772,Technology,College of Technology
TLIM,3360,Law and Ethics in Technology & Innovation,44,3324,15772,Technology,College of Technology
TLIM,3363,Technical Communications,44,3324,15772,Technology,College of Technology
TLIM,3365,Team Leadership,44,3324,15772,Technology,College of Technology
TLIM,3371,Budgeting and Financial Principles,44,3324,15772,Technology,College of Technology
TLIM,3372,"Communicatn in Sci,Engr & Tech",44,3324,15772,Technology,College of Technology
TLIM,4198,Independent Study,44,3324,15772,Technology,College of Technology
TLIM,4298,Independent Study,44,3324,15772,Technology,College of Technology
TLIM,4335,Communicating Innovation,44,3324,15772,Technology,College of Technology
TLIM,4340,Commercializing Innovation,44,3324,15772,Technology,College of Technology
TLIM,4341,Production & Service Operation,44,3324,15772,Technology,College of Technology
TLIM,4342,Quality Improvement Methods,44,3324,15772,Technology,College of Technology
TLIM,4348,Supervisor-Empl Relationships,44,3324,15772,Technology,College of Technology
TLIM,4349,Organizational Dynamics,44,3324,15772,Technology,College of Technology
TLIM,4350,Occupational Safety & Environmental Health,44,3324,15772,Technology,College of Technology
TLIM,4371,Leading Change in the Wrkplace,44,3324,15772,Technology,College of Technology
TLIM,4372,Proposal and Project Writing,44,3324,15772,Technology,College of Technology
TLIM,4377,Practicum in Tech Ldshp & Sup,44,3324,15772,Technology,College of Technology
TLIM,4378,Senior Project,44,3324,15772,Technology,College of Technology
TLIM,4390,Current Issues in Leadership and Innovation,44,3324,15772,Technology,College of Technology
TLIM,4396,Internship in Technology Leadership and Innovation Management,44,3324,15772,Technology,College of Technology
TLIM,4397,Selected Topics in Technology Leadership and Innovation Management,44,3324,15772,Technology,College of Technology
TLIM,4398,Independent Study,44,3324,15772,Technology,College of Technology
TLIM,5363,Fundamental Written Communications,44,3324,15772,Technology,College of Technology
TMTH,3360,Applied Technical Statistics,44,3324,15772,Technology,College of Technology
ARCH,1198,Special Problems,52,3842,19793,Architecture and Design,Gerald D. Hines College of Architecture and Design
ARCH,1210,Introduction to Design Media,52,3842,19793,Architecture and Design,Gerald D. Hines College of Architecture and Design
ARCH,1358,Introduction to Design Culture,52,3842,19793,Architecture and Design,Gerald D. Hines College of Architecture and Design
ARCH,1360,Architectural Sketching I,52,3842,19793,Architecture and Design,Gerald D. Hines College of Architecture and Design
ARCH,1500,Design Studio I,52,3842,19793,Architecture and Design,Gerald D. Hines College of Architecture and Design
ARCH,1501,Architecture and Interior Architecture Design Studio II,52,3842,19793,Architecture and Design,Gerald D. Hines College of Architecture and Design
ARCH,2327,Technology I,52,3842,19793,Architecture and Design,Gerald D. Hines College of Architecture and Design
ARCH,2328,Technology 2,52,3842,19793,Architecture and Design,Gerald D. Hines College of Architecture and Design
ARCH,2331,Digital Vocabularies,52,3842,19793,Architecture and Design,Gerald D. Hines College of Architecture and Design
ARCH,2350,History of the Built Environment I,52,3842,19793,Architecture and Design,Gerald D. Hines College of Architecture and Design
ARCH,2351,History of the Built Environment II,52,3842,19793,Architecture and Design,Gerald D. Hines College of Architecture and Design
ARCH,2397,Selected Topics,52,3842,19793,Architecture and Design,Gerald D. Hines College of Architecture and Design
ARCH,2500,Architecture and Interior Architecture Design Studio III,52,3842,19793,Architecture and Design,Gerald D. Hines College of Architecture and Design
ARCH,2501,Architecture Design Studio IV,52,3842,19793,Architecture and Design,Gerald D. Hines College of Architecture and Design
ARCH,3111,Topics in Design History,52,3842,19793,Architecture and Design,Gerald D. Hines College of Architecture and Design
ARCH,3112,Topics in Design Media,52,3842,19793,Architecture and Design,Gerald D. Hines College of Architecture and Design
ARCH,3113,Topics in Design Practice,52,3842,19793,Architecture and Design,Gerald D. Hines College of Architecture and Design
ARCH,3114,Topics in Design Technology,52,3842,19793,Architecture and Design,Gerald D. Hines College of Architecture and Design
ARCH,3198,Independent Study,52,3842,19793,Architecture and Design,Gerald D. Hines College of Architecture and Design
ARCH,3211,Topics in Design History,52,3842,19793,Architecture and Design,Gerald D. Hines College of Architecture and Design
ARCH,3212,Topics in Design Media,52,3842,19793,Architecture and Design,Gerald D. Hines College of Architecture and Design
ARCH,3213,Topics in Design Practice,52,3842,19793,Architecture and Design,Gerald D. Hines College of Architecture and Design
ARCH,3214,Topics in Design Technology,52,3842,19793,Architecture and Design,Gerald D. Hines College of Architecture and Design
ARCH,3230,Programming and Building Regulations,52,3842,19793,Architecture and Design,Gerald D. Hines College of Architecture and Design
ARCH,3311,Topics in Design History,52,3842,19793,Architecture and Design,Gerald D. Hines College of Architecture and Design
ARCH,3312,Topics in Design Media,52,3842,19793,Architecture and Design,Gerald D. Hines College of Architecture and Design
ARCH,3313,Topics in Design Practice,52,3842,19793,Architecture and Design,Gerald D. Hines College of Architecture and Design
ARCH,3314,Topics in Design Technology,52,3842,19793,Architecture and Design,Gerald D. Hines College of Architecture and Design
ARCH,3327,Technology 3,52,3842,19793,Architecture and Design,Gerald D. Hines College of Architecture and Design
ARCH,3328,Technology 4,52,3842,19793,Architecture and Design,Gerald D. Hines College of Architecture and Design
ARCH,3332,Advanced Digital Vocabularies,52,3842,19793,Architecture and Design,Gerald D. Hines College of Architecture and Design
ARCH,3335,Digital Fabrication,52,3842,19793,Architecture and Design,Gerald D. Hines College of Architecture and Design
ARCH,3341,Contemporary Japanese Architecture,52,3842,19793,Architecture and Design,Gerald D. Hines College of Architecture and Design
ARCH,3342,Shape of the City,52,3842,19793,Architecture and Design,Gerald D. Hines College of Architecture and Design
ARCH,3343,Latin American Architecture,52,3842,19793,Architecture and Design,Gerald D. Hines College of Architecture and Design
ARCH,3347,Evolution of Architectural Interiors,52,3842,19793,Architecture and Design,Gerald D. Hines College of Architecture and Design
ARCH,3354,The Culture of Architecture,52,3842,19793,Architecture and Design,Gerald D. Hines College of Architecture and Design
ARCH,3358,History of Asian Arch and Art,52,3842,19793,Architecture and Design,Gerald D. Hines College of Architecture and Design
ARCH,3365,Architectural Research,52,3842,19793,Architecture and Design,Gerald D. Hines College of Architecture and Design
ARCH,3368,Sustainable Development,52,3842,19793,Architecture and Design,Gerald D. Hines College of Architecture and Design
ARCH,3371,"Landscape, Ecology, Urbanism",52,3842,19793,Architecture and Design,Gerald D. Hines College of Architecture and Design
ARCH,3374,World Cities,52,3842,19793,Architecture and Design,Gerald D. Hines College of Architecture and Design
ARCH,3375,Arch Design for Non-Majors,52,3842,19793,Architecture and Design,Gerald D. Hines College of Architecture and Design
ARCH,3380,Architecture Plus Film,52,3842,19793,Architecture and Design,Gerald D. Hines College of Architecture and Design
ARCH,3391,Introduction to the Preservation of 20th Century Architecture,52,3842,19793,Architecture and Design,Gerald D. Hines College of Architecture and Design
ARCH,3392,Research and Documentation of 20th Century Architecture,52,3842,19793,Architecture and Design,Gerald D. Hines College of Architecture and Design
ARCH,3393,Thesis Preparation,52,3842,19793,Architecture and Design,Gerald D. Hines College of Architecture and Design
ARCH,3397,Selected Topics,52,3842,19793,Architecture and Design,Gerald D. Hines College of Architecture and Design
ARCH,3398,Independent Study,52,3842,19793,Architecture and Design,Gerald D. Hines College of Architecture and Design
ARCH,3500,Architecture Design Studio V,52,3842,19793,Architecture and Design,Gerald D. Hines College of Architecture and Design
ARCH,3501,Architecture Design Studio VI,52,3842,19793,Architecture and Design,Gerald D. Hines College of Architecture and Design
ARCH,4111,Advanced Topics in Design History,52,3842,19793,Architecture and Design,Gerald D. Hines College of Architecture and Design
ARCH,4112,Advanced Topics in Design Media,52,3842,19793,Architecture and Design,Gerald D. Hines College of Architecture and Design
ARCH,4113,Advanced Topics in Design Practice,52,3842,19793,Architecture and Design,Gerald D. Hines College of Architecture and Design
ARCH,4114,Advanced Topics in Design Technology,52,3842,19793,Architecture and Design,Gerald D. Hines College of Architecture and Design
ARCH,4211,Advanced Topics in Design History,52,3842,19793,Architecture and Design,Gerald D. Hines College of Architecture and Design
ARCH,4212,Advanced Topics in Design Media,52,3842,19793,Architecture and Design,Gerald D. Hines College of Architecture and Design
ARCH,4213,Advanced Topics in Design Practice,52,3842,19793,Architecture and Design,Gerald D. Hines College of Architecture and Design
ARCH,4214,Advanced Topics in Design Technology,52,3842,19793,Architecture and Design,Gerald D. Hines College of Architecture and Design
ARCH,4311,Advanced Topics in Design History,52,3842,19793,Architecture and Design,Gerald D. Hines College of Architecture and Design
ARCH,4312,Advanced Topics in Design Media,52,3842,19793,Architecture and Design,Gerald D. Hines College of Architecture and Design
ARCH,4313,Advanced Topics in Design Practice,52,3842,19793,Architecture and Design,Gerald D. Hines College of Architecture and Design
ARCH,4314,Advanced Topics in Design Technology,52,3842,19793,Architecture and Design,Gerald D. Hines College of Architecture and Design
ARCH,4321,Design of Construction Details,52,3842,19793,Architecture and Design,Gerald D. Hines College of Architecture and Design
ARCH,4324,High-Rise Structures,52,3842,19793,Architecture and Design,Gerald D. Hines College of Architecture and Design
ARCH,4325,Building Systems Integration,52,3842,19793,Architecture and Design,Gerald D. Hines College of Architecture and Design
ARCH,4327,Technology 5,52,3842,19793,Architecture and Design,Gerald D. Hines College of Architecture and Design
ARCH,4328,Technology 6 Practice of Architecture,52,3842,19793,Architecture and Design,Gerald D. Hines College of Architecture and Design
ARCH,4336,Graphic Realization in Design,52,3842,19793,Architecture and Design,Gerald D. Hines College of Architecture and Design
ARCH,4351,Readings & Criticism in Architecture,52,3842,19793,Architecture and Design,Gerald D. Hines College of Architecture and Design
ARCH,4354,Ideas and Buildings,52,3842,19793,Architecture and Design,Gerald D. Hines College of Architecture and Design
ARCH,4355,Houston Architecture,52,3842,19793,Architecture and Design,Gerald D. Hines College of Architecture and Design
ARCH,4367,Case Studies:Sustainable Arch,52,3842,19793,Architecture and Design,Gerald D. Hines College of Architecture and Design
ARCH,4373,Urban Environments,52,3842,19793,Architecture and Design,Gerald D. Hines College of Architecture and Design
ARCH,4375,"Capitalism, Arch and the City",52,3842,19793,Architecture and Design,Gerald D. Hines College of Architecture and Design
ARCH,4376,Community Design Workshop,52,3842,19793,Architecture and Design,Gerald D. Hines College of Architecture and Design
ARCH,4390,Landscape Architecture,52,3842,19793,Architecture and Design,Gerald D. Hines College of Architecture and Design
ARCH,4391,Techniques for Preservation of 20th Century Architecture,52,3842,19793,Architecture and Design,Gerald D. Hines College of Architecture and Design
